1443113	IV
1446746	IV
1453989	IV
1454382	IV
149539	IV
1498	IV
1502	IV
1504	IV
160490	IV
160491	IV
170187	IV
171101	IV
1766	IV
1778	IV
1787	IV
186103	IV
1867252	IV
189423	IV
193567	IV
195	IV
195102	IV
196600	IV
198466	IV
201	IV
205921	IV
208435	IV
2098	IV
210007	IV
2104	IV
211110	IV
216594	IV
216895	IV
218494	IV
222523	IV
223926	IV
224326	IV
226185	IV
226186	IV
226900	IV
243273	IV
262727	IV
262728	IV
269801	IV
271848	IV
272559	IV
272634	IV
273119	IV
273526	IV
281310	IV
286636	IV
287	IV
288681	IV
290338	IV
292	IV
293653	IV
295405	IV
314724	IV
319701	IV
33010	IV
333849	IV
334406	IV
347256	IV
347495	IV
35703	IV
359787	IV
360104	IV
360105	IV
361100	IV
362242	IV
365659	IV
370551	IV
370552	IV
370553	IV
370554	IV
373153	IV
38504	IV
386415	IV
393305	IV
405531	IV
405534	IV
405535	IV
411463	IV
412419	IV
423211	IV
435998	IV
445985	IV
451515	IV
451709	IV
471876	IV
471881	IV
474186	IV
47466	IV
480	IV
486410	IV
487213	IV
487215	IV
488221	IV
488222	IV
488223	IV
505682	IV
512566	IV
521007	IV
521008	IV
525381	IV
526977	IV
529507	IV
545	IV
546	IV
565575	IV
565651	IV
568813	IV
568814	IV
569	IV
572264	IV
574	IV
57975	IV
584	IV
615	IV
630	IV
637380	IV
662945	IV
662946	IV
662947	IV
663918	IV
663951	IV
663954	IV
674	IV
676	IV
681288	IV
697283	IV
71421	IV
722438	IV
72407	IV
727	IV
759913	IV
798300	IV
84112	IV
861365	IV
862964	IV
862970	IV
862971	IV
866630	IV
869215	IV
869216	IV
869269	IV
869303	IV
869304	IV
869306	IV
869307	IV
869309	IV
869311	IV
869312	IV
889933	IV
90371	IV
914127	IV
930944	IV
935296	IV
935897	IV
945704	IV
983594	IV
993512	IV
994476	IV
